instrument,alpha,key,text,label
HPI-HIC,0.66,1,Lifted weights.,Variety-seeking
HPI-HIC,0.7,-1,Like a leisurely lifestyle.,Self-discipline
HPI-HIC,0.75,1,Like harmony in my life.,Forgiveness/Mercy
HPI-HIC,0.79,1,Like having authority over others.,Empathy
HPI-HIC,0.79,1,Like having authority over others.,Empathy
HPI-HIC,0.55,1,Like music.,Security
HPI-HIC,0.8,1,Like music.,Love of Reading
HPI-HIC,0.79,1,Like music.,Intellect
HPI-HIC,0.8,-1,Like order.,Love of Reading
HPI-HIC,0.79,-1,Like order.,Intellect
HPI-HIC,0.44,-1,Like order.,Problem-solving
HPI-HIC,0.75,1,Like order.,Calmness
HPI-HIC,0.66,1,Like order.,Variety-seeking
HPI-HIC,0.64,-1,Like order.,Dutifulness
HPI-HIC,0.66,1,Like taking risks.,Curiosity
HPI-HIC,0.81,1,Like to act on a whim.,Cool-headedness
HPI-HIC,0.84,-1,Like to act on a whim.,Humor/Playfulness
HPI-HIC,0.5,-1,Like to act on a whim.,Interest in Game-Playing
HPI-HIC,0.7,-1,Like to act on a whim.,Pleasantness
HPI-HIC,0.8,1,Like to act on a whim.,Language Mastery
HPI-HIC,0.61,1,Like to act on a whim.,Sensitivity
HPI-HIC,0.81,-1,Like to amuse others.,Cool-headedness
HPI-HIC,0.7,-1,Like to amuse others.,Pleasantness
HPI-HIC,0.8,1,Like to amuse others.,Love of Reading
HPI-HIC,0.68,1,Like to attract attention.,Rumination
HPI-HIC,0.7,1,Like to attract attention.,Impulse-Control
HPI-HIC,0.74,-1,Like to attract attention.,Trust
HPI-HIC,0.7,1,Like to attract attention.,Pleasantness
HPI-HIC,0.6,1,Like to attract attention.,Problem-solving
HPI-HIC,0.6,1,Like to be alone.,Curiosity
HPI-HIC,0.61,-1,Like to be alone.,Sensitivity
HPI-HIC,0.74,1,Like to be of service to others.,Self-confidence
HPI-HIC,0.66,-1,Like to be of service to others.,Forgiveness/Mercy
HPI-HIC,0.74,1,Like to be of service to others.,Trust
HPI-HIC,0.74,1,Like to be thought of as a normal kind of person.,Trust
HPI-HIC,0.66,1,Like to be thought of as a normal kind of person.,Variety-seeking
HPI-HIC,0.61,-1,Like to be viewed as proper and conventional.,Orderliness
HPI-HIC,0.78,1,Like to begin new things.,Introspection/Private Self-Consciousness
HPI-HIC,0.7,-1,Like to begin new things.,Achievement-striving
HPI-HIC,0.8,1,Like to behave spontaneously.,Language Mastery
HPI-HIC,0.61,1,Like to do frightening things.,Sensitivity
HPI-HIC,0.6,1,Like to do frightening things.,Problem-solving
HPI-HIC,0.6,1,Like to do things for others.,Curiosity
HPI-HIC,0.6,1,Like to do things for others.,Problem-solving
HPI-HIC,0.6,1,Like to exaggerate my troubles.,Curiosity
HPI-HIC,0.72,1,Like to follow a regular schedule.,Risk-taking/Sensation-Seeking/Thrill-Seeking
HPI-HIC,0.68,1,Like to get lost in thought.,Rumination
HPI-HIC,0.79,-1,Like to get lost in thought.,Calmness
HPI-HIC,0.66,-1,Like to get lost in thought.,Variety-seeking
HPI-HIC,0.81,-1,Like to gossip.,Cool-headedness
IPIP-IPC,.,1,Like to know how things work.,Introversion
IPIP-IPC,.,1,Like to laugh out loud.,Warmth
IPIP-IPC,.,1,Like to look at my body.,Callousness
IPIP-IPC,.,1,Like to look at myself in the mirror.,Introversion
IPIP-IPC,.,1,Like to organize things.,Callousness
IPIP-IPC,.,1,Like to plan ahead.,Disparagement
IPIP-IPC,.,1,Like to plan ahead.,Disparagement
IPIP-IPC,.,1,Like to please others.,Dominance
IPIP-IPC,.,1,Like to read.,Dominance
IPIP-IPC,.,1,Like to read.,Submissiveness
IPIP-IPC,.,1,Like to read.,Dominance
IPIP-IPC,.,1,Like to read.,Callousness
IPIP-IPC,.,1,Like to show off my body.,Callousness
IPIP-IPC,.,1,Like to show off my body.,Introversion
IPIP-IPC,.,1,Like to sleep on things before acting.,Gregariousness
IPIP-IPC,.,1,Like to solve complex problems.,Warmth
IPIP-IPC,.,1,Like to solve complex problems.,Disparagement
IPIP-IPC,.,1,Like to solve complex problems.,Introversion
IPIP-IPC,.,1,Like to solve complex problems.,Warmth
IPIP-IPC,.,1,Like to solve complex problems.,Submissiveness
IPIP-IPC,.,1,Like to solve complex problems.,Gregariousness
IPIP-IPC,.,1,Like to solve complex problems.,Warmth
IPIP-IPC,.,1,Like to solve complex problems.,Tolerance
IPIP-IPC,.,1,Like to stand during the national anthem.,Submissiveness
IPIP-IPC,.,1,Like to stand during the national anthem.,Disparagement
IPIP-IPC,.,1,Like to stand during the national anthem.,Dominance
IPIP-IPC,.,1,Like to stand during the national anthem.,Submissiveness
IPIP-IPC,.,1,Like to stand out in a crowd.,Gregariousness
IPIP-IPC,.,1,Like to stand out in a crowd.,Tolerance
IPIP-IPC,.,1,Like to start fights.,Gregariousness
IPIP-IPC,.,1,Like to take it easy.,Tolerance
IPIP-IPC,.,1,Like to take my time.,Tolerance
JPI,0.81,1,Like to take responsibility for making decisions.,Activity-Level
JPI,0.78,-1,Like to take responsibility for making decisions.,Sociability
JPI,0.81,1,Like to take responsibility for making decisions.,Activity-Level
JPI,0.81,1,Like to take responsibility for making decisions.,Activity-Level
JPI,0.8,1,Like to talk about myself.,Empathy
JPI,0.87,1,Like to think of new ways to do things.,Traditionalism
JPI,0.81,-1,Like to tidy up.,Activity-Level
JPI,0.8,1,Like to tidy up.,Empathy
JPI,0.87,1,Like to tidy up.,Social-confidence
JPI,0.79,1,Like to tidy up.,Intellectual-Breadth
JPI,0.78,1,Like to tidy up.,Sociability
JPI,0.71,-1,Like to trick people into doing things for me.,Conformity/Dependence/Need for approval
JPI,0.87,-1,Like to visit new places.,Anxiety
JPI,0.82,-1,Like to visit new places.,Intellectual-Complexity
JPI,0.82,-1,Like to watch children open presents.,Intellectual-Complexity
JPI,0.73,1,Like to watch figure skating.,Tolerance
JPI,0.87,-1,Like variety.,Anxiety
JPI,0.79,-1,Listen to my brain rather than my heart.,Intellectual-Breadth
JPI,0.82,-1,Listen to my brain rather than my heart.,Intellectual-Complexity
JPI,0.73,1,Listen to my conscience.,Tolerance
JPI,0.87,1,Listen to my conscience.,Traditionalism
JPI,0.87,1,Listen to my conscience.,Traditionalism
JPI,0.82,1,Listen to my feelings when making important decisions.,Intellectual-Complexity
JPI,0.69,-1,Listen to my heart rather than my brain.,Responsibility
JPI,0.87,1,Listen to my heart rather than my brain.,Traditionalism
JPI,0.81,1,Listened to a religious program on the radio or TV.,Activity-Level
JPI,0.79,1,Listened to music on the radio.,Machiavellianism
JPI,0.69,-1,Listened to music while working.,Responsibility
JPI,0.71,1,Live in a world of my own.,Conformity/Dependence/Need for approval
JPI,0.8,1,Live in a world of my own.,Empathy
JPI,0.69,-1,Live in a world of my own.,Responsibility
JPI,0.81,1,Look at the bright side of life.,Activity-Level
JPI,0.79,-1,Look at the bright side of life.,Intellectual-Breadth
JPI,0.79,-1,Look at the bright side of life.,Intellectual-Breadth
JPI,0.79,-1,Look at the bright side of life.,Intellectual-Breadth
JPI,0.82,-1,Look at the facts.,Intellectual-Complexity
JPI,0.81,-1,Look at the facts.,Activity-Level
JPI,0.71,1,Look down on any weakness.,Conformity/Dependence/Need for approval
JPI,0.87,-1,Look down on any weakness.,Traditionalism
JPI,0.73,-1,Look down on any weakness.,Tolerance
JPI,0.87,-1,Look down on any weakness.,Social-confidence
JPI,0.87,1,Look down on others.,Social-confidence
JPI,0.69,-1,Look down on others.,Responsibility
JPI,0.8,-1,Look for hidden meaning in things.,Empathy
JPI,0.87,-1,Look for hidden meanings in things.,Traditionalism
JPI,0.78,1,Look for hidden meanings in things.,Sociability
JPI,0.82,1,Look for hidden meanings in things.,Intellectual-Complexity
JPI,0.82,1,Look for hidden meanings in things.,Intellectual-Complexity
JPI,0.8,1,Look forward to each new day.,Empathy
JPI,0.87,1,Look forward to the opportunity to learn and grow.,Social-confidence
JPI,0.71,-1,Look on the bright side.,Conformity/Dependence/Need for approval
JPI,0.8,1,Looked something up in an encyclopedia.,Empathy
JPI,0.79,-1,Looked up a word in a dictionary.,Machiavellianism
JPI,0.79,1,Looked up information on the Internet.,Machiavellianism
JPI,0.79,1,Lose control over my behavior when I'm emotional.,Intellectual-Breadth
JPI,0.79,1,Lose my temper.,Organization
JPI,0.87,1,Lose my temper.,Anxiety
JPI,0.87,1,Lose my temper.,Traditionalism
JPI,0.81,-1,Lose my temper.,Activity-Level
JPI,0.87,-1,Lose respect for leaders if I disagree with them.,Social-confidence
JPI,0.79,-1,Lose sight of what is most important in life.,Machiavellianism
JPI,0.87,1,Love a good fight.,Social-confidence
JPI,0.79,1,Love a good fight.,Machiavellianism
JPI,0.82,1,Love action.,Intellectual-Complexity
JPI,0.81,-1,Love action.,Activity-Level
JPI,0.84,1,Love beautiful things.,Ingenuity
JPI,0.87,1,Love children.,Anxiety
JPI,0.87,-1,Love children.,Social-confidence
JPI,0.73,-1,Love children's movies.,Tolerance
JPI,0.69,-1,Love children's movies.,Responsibility
JPI,0.78,1,Love dangerous situations.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.87,-1,Love dangerous situations.,Social-confidence
JPI,0.79,-1,Love excitement.,Machiavellianism
JPI,0.87,1,Love excitement.,Traditionalism
JPI,0.78,1,Love excitement.,Sociability
JPI,0.79,1,Love flowers.,Intellectual-Breadth
JPI,0.79,1,Love flowers.,Intellectual-Breadth
JPI,0.84,1,Love flowers.,Ingenuity
JPI,0.79,1,Love flowers.,Organization
JPI,0.81,-1,Love flowers.,Activity-Level
JPI,0.87,1,Love large parties,Anxiety
JPI,0.87,-1,Love large parties.,Social-confidence
JPI,0.78,-1,Love large parties.,Sociability
JPI,0.79,-1,Love life.,Intellectual-Breadth
JPI,0.79,-1,Love life.,Organization
JPI,0.87,-1,Love life.,Anxiety
JPI,0.78,1,Love life.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.8,-1,Love life.,Empathy
JPI,0.69,1,Love life.,Responsibility
JPI,0.78,-1,Love luxury.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.8,1,Love my enemies.,Empathy
JPI,0.87,1,Love order and regularity.,Traditionalism
JPI,0.87,-1,Love order and regularity.,Traditionalism
JPI,0.69,1,Love order and regularity.,Responsibility
JPI,0.82,-1,Love order and regularity.,Intellectual-Complexity
JPI,0.82,1,Love order and regularity.,Intellectual-Complexity
JPI,0.73,1,Love surprise parties.,Tolerance
JPI,0.73,1,Love surprise parties.,Tolerance
JPI,0.71,1,Love the feeling of being intimately close with someone.,Conformity/Dependence/Need for approval
JPI,0.71,-1,Love to be complimented.,Conformity/Dependence/Need for approval
JPI,0.71,-1,Love to be the center of attention.,Conformity/Dependence/Need for approval
JPI,0.79,1,Love to chat.,Intellectual-Breadth
JPI,0.79,-1,Love to chat.,Organization
JPI,0.84,-1,Love to come up with objections.,Ingenuity
JPI,0.71,1,Love to come up with objections.,Conformity/Dependence/Need for approval
JPI,0.69,1,Love to daydream.,Responsibility
JPI,0.78,-1,Love to eat.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.78,-1,Love to hear about other countries and cultures.,Risk-taking/Sensation-Seeking/Thrill-Seeking
JPI,0.69,1,Love to help others.,Responsibility
Levenson1981,0.86,1,Love to help others.,Locus of Control
Levenson1981,0.71,1,Love to learn new things.,"Locus of Control,Internal"
Levenson1981,0.86,-1,Love to learn new things.,Locus of Control
Levenson1981,0.72,1,Love to let others share the spotlight.,"Locus of Control,Chance"
Levenson1981,0.72,1,Love to make other people happy.,"Locus of Control,Chance"
Levenson1981,0.61,-1,Love to read challenging material.,"Locus of Control,Rational"
Levenson1981,0.72,1,Love to read challenging material.,"Locus of Control,Chance"
Levenson1981,0.61,-1,Love to read challenging material.,"Locus of Control,Rational"
Levenson1981,0.72,1,Love to read challenging material.,"Locus of Control,Chance"
Levenson1981,0.86,-1,Love to read challenging material.,Locus of Control
Levenson1981,0.71,1,Love to read challenging material.,"Locus of Control,Internal"
Levenson1981,0.71,1,Love to read challenging material.,"Locus of Control,Internal"
Levenson1981,0.61,1,Love to read challenging material.,"Locus of Control,Rational"
Levenson1981,0.71,1,Love to reflect on things.,"Locus of Control,Internal"
Levenson1981,0.72,-1,Love to reflect on things.,"Locus of Control,Chance"
Levenson1981,0.86,1,Love to reflect on things.,Locus of Control
Levenson1981,0.61,-1,Love to reflect on things.,"Locus of Control,Rational"
Levenson1981,0.81,1,Love to think up new ways of doing things.,"Locus of Control,External"
Levenson1981,0.86,-1,Love to think up new ways of doing things.,Locus of Control
Levenson1981,0.61,-1,Love to think up new ways of doing things.,"Locus of Control,Rational"
Levenson1981,0.71,-1,Love to think up new ways of doing things.,"Locus of Control,Internal"
Levenson1981,0.72,1,Love to think up new ways of doing things.,"Locus of Control,Chance"
Levenson1981,0.86,-1,Love to think up new ways of doing things.,Locus of Control
Levenson1981,0.71,-1,Love to think up new ways of doing things.,"Locus of Control,Internal"
Levenson1981,0.72,-1,Love what I do.,"Locus of Control,Chance"
Levenson1981,0.86,1,Made a bed.,Locus of Control
Levenson1981,0.81,1,Made an entry in a diary or journal.,"Locus of Control,External"
Levenson1981,0.86,-1,Made an entry on a personal web-page.,Locus of Control
Levenson1981,0.86,-1,Maintain high energy throughout the day.,Locus of Control
Levenson1981,0.81,-1,Make a decision and move on.,"Locus of Control,External"
Levenson1981,0.71,1,Make a fool of myself.,"Locus of Control,Internal"
Levenson1981,0.81,-1,Make a lot of noise.,"Locus of Control,External"
Levenson1981,0.72,-1,Make a lot of noise.,"Locus of Control,Chance"
Levenson1981,0.86,1,Make a mess of things.,Locus of Control
Levenson1981,0.81,1,Make a mess of things.,"Locus of Control,External"
Levenson1981,0.86,-1,Make a mess of things.,Locus of Control
Levenson1981,0.71,-1,Make a mess of things.,"Locus of Control,Internal"
Levenson1981,0.81,1,Make a mess of things.,"Locus of Control,External"
Levenson1981,0.72,1,Make beautiful things.,"Locus of Control,Chance"
Levenson1981,0.86,-1,Make careful choices.,Locus of Control
Levenson1981,0.86,1,Make careful choices.,Locus of Control
Levenson1981,0.86,-1,Make careless mistakes.,Locus of Control
Levenson1981,0.71,1,Make careless mistakes.,"Locus of Control,Internal"
Levenson1981,0.81,-1,Make certain that my plans will work.,"Locus of Control,External"
Levenson1981,0.72,-1,"Make decisions based on facts, not feelings.","Locus of Control,Chance"
Levenson1981,0.86,1,Make decisions only after I have all of the facts.,Locus of Control
Levenson1981,0.81,-1,Make decisions quickly.,"Locus of Control,External"
Levenson1981,0.86,1,Make decisions that affect a lot of people,Locus of Control
Levenson1981,0.86,1,Make demands on others.,Locus of Control
Levenson1981,0.86,1,Make demands on others.,Locus of Control
Levenson1981,0.81,1,Make demands on others.,"Locus of Control,External"
Levenson1981,0.71,-1,Make enemies.,"Locus of Control,Internal"
Levenson1981,0.81,1,Make enemies.,"Locus of Control,External"
Levenson1981,0.86,-1,Make friends easily.,Locus of Control
Levenson1981,0.86,1,Make friends easily.,Locus of Control
MPQ,0.83,-1,Make friends easily.,Distrust
MPQ,0.76,1,Make friends easily.,Unlikely Virtues
MPQ,0.76,1,Make friends easily.,Unlikely Virtues
MPQ,0.76,1,Make important things happen,Unlikely Virtues
MPQ,0.76,1,Make insightful remarks.,Unlikely Virtues
MPQ,0.76,1,Make jokes.,Unlikely Virtues
MPQ,0.78,1,Make myself the center of attention.,Planfulness
MPQ,0.85,1,Make myself the center of attention.,Assertiveness
MPQ,0.76,-1,Make myself the center of attention.,Unlikely Virtues
MPQ,0.76,-1,Make myself the center of attention.,Unlikely Virtues
MPQ,0.84,-1,Make others feel good.,Neuroticism
MPQ,12,-1,Make others feel good.,Joyfulness
MPQ,0.84,-1,Make people feel at ease.,Neuroticism
MPQ,0.8,-1,Make people feel at ease.,Risk-avoidance
MPQ,0.85,-1,Make people feel at ease.,Friendliness
MPQ,0.8,1,Make people feel uncomfortable.,Risk-avoidance
MPQ,0.83,1,Make people feel welcome.,Conservatism
MPQ,0.83,-1,Make people feel welcome.,Conservatism
MPQ,0.83,1,Make people feel welcome.,Conservatism
MPQ,0.83,-1,Make plans and stick to them.,Conservatism
MPQ,0.83,-1,Make plans and stick to them.,Conservatism
MPQ,0.83,1,Make plans and stick to them.,Conservatism
MPQ,0.76,1,Make plans and stick to them.,Unlikely Virtues
MPQ,0.77,1,Make plans and stick to them.,Belligerence
MPQ,0.79,1,Make plans and stick to them.,Achievement-striving
MPQ,0.83,1,Make rash decisions.,Distrust
MPQ,0.8,-1,Make rash decisions.,Risk-avoidance
MPQ,0.8,-1,Make rash decisions.,Risk-avoidance
MPQ,0.78,1,Make rash decisions.,Planfulness
MPQ,0.77,1,Make rash decisions.,Belligerence
MPQ,0.79,-1,Make rash decisions.,Achievement-striving
MPQ,0.76,-1,Make rash decisions.,Unlikely Virtues
MPQ,0.83,-1,Make up word puzzles,Conservatism
MPQ,0.85,-1,Make well-considered decisions.,Assertiveness
MPQ,0.84,-1,Manage a computer data base,Neuroticism
MPQ,0.85,1,Meet challenges.,Friendliness
MPQ,0.8,-1,Mess things up.,Risk-avoidance
MPQ,0.83,1,Mess things up.,Distrust
MPQ,12,1,Mess things up.,Joyfulness
MPQ,0.83,1,Mess things up.,Distrust
MPQ,12,-1,Mess things up.,Joyfulness
MPQ,0.83,1,Mess things up.,Distrust
MPQ,0.85,-1,Mess things up.,Assertiveness
MPQ,0.77,1,Might actually enjoy being caught in an earthquake or tornado.,Belligerence
MPQ,0.84,1,Might enjoy a free fall from an airplane.,Neuroticism
MPQ,12,-1,Might enjoy the thrill of being lost at sea.,Joyfulness
MPQ,12,1,Misjudge situations.,Joyfulness
MPQ,12,-1,Misrepresent the facts.,Joyfulness
MPQ,0.85,1,Misuse power.,Assertiveness
MPQ,0.77,1,Misuse power.,Belligerence
MPQ,0.79,-1,Monitor business expenses,Achievement-striving
MPQ,0.84,1,Must try to maintain harmony within my group.,Neuroticism
MPQ,0.85,-1,Need a creative outlet.,Assertiveness
MPQ,0.76,1,Need a creative outlet.,Unlikely Virtues
MPQ,0.76,-1,Need a creative outlet.,Unlikely Virtues
MPQ,0.76,-1,Need a creative outlet.,Unlikely Virtues
MPQ,0.77,1,Need a lot of time to do things.,Belligerence
MPQ,0.78,-1,Need a push to get started.,Planfulness
MPQ,12,1,Need a push to get started.,Joyfulness
MPQ,0.85,-1,Need a push to get started.,Assertiveness
MPQ,0.76,1,Need a push to get started.,Unlikely Virtues
MPQ,0.76,1,Need a push to get started.,Unlikely Virtues
MPQ,0.78,-1,Need a push to get started.,Planfulness
MPQ,0.78,1,Need others to help run my life,Planfulness
MPQ,0.83,1,Need protection.,Conservatism
MPQ,12,1,Need protection.,Joyfulness
MPQ,0.85,1,Need reassurance.,Friendliness
MPQ,0.78,1,Need reassurance.,Imagination
MPQ,0.78,-1,Need reassurance.,Planfulness
MPQ,0.78,1,Need reassurance.,Planfulness
MPQ,0.78,-1,Need the approval of others.,Planfulness
MPQ,0.76,1,Need the approval of others.,Unlikely Virtues
MPQ,0.76,1,Need the approval of others.,Unlikely Virtues
MPQ,12,-1,Need the approval of others.,Joyfulness
MPQ,0.78,-1,Need things explained only once.,Planfulness
MPQ,0.84,1,Need things explained only once.,Neuroticism
MPQ,0.78,1,Need things explained only once.,Planfulness
MPQ,12,1,Need things explained only once.,Joyfulness
MPQ,0.77,-1,Need things to be arranged in a particular order.,Belligerence
MPQ,0.77,-1,Need to understand my motives.,Belligerence
MPQ,0.78,-1,Neglect my duties.,Imagination
MPQ,0.78,1,Neglect my duties.,Imagination
MPQ,0.8,-1,Never abuse my credit.,Risk-avoidance
MPQ,0.8,-1,Never at a loss for words.,Risk-avoidance
